,tweet_id,lat,lon,content,location
837674332075790336,837674332075790336,,,"RT @WBUR: Islamic Society wins permit for Muslim cemetery in Dudley after protracted, bitter clash: https://t.co/xrHeAgaPpa","Boston, MA"
837674331194916864,837674331194916864,,,Bot $GS $TSLA Mar10/17 OTM calls.,"Boston, MA"
837674330855198720,837674330855198720,,,RT @the_moviebob: ...that needs to change above almost all else: We need laws and legal agents committed to a superior vision of a 21st cen…,Waiting for an Overground
837674420583940096,837674420583940096,,,Cru Highschool Natick MA sending 22 students to #FastBreak 2017 this weekend! God moves! Pray for our next generation of spiritual leader's,"Natick, MA"
837674418914672640,837674418914672640,,,"Hayy, best #free #chating and #dating  - https://t.co/8Zoe2DeNZW https://t.co/86ajtU388v",Boston
837674417727614976,837674417727614976,,,RT @udaqueness: https://t.co/CiiYkYPldD 주인과 함께 아일랜드 전통춤을 추는 오스트레일리안 셰퍼드 독 Secret https://t.co/7SmdaWeyoG,
837674416188317697,837674416188317697,,,@AliciaTenise happy birthday 🥂🥂🥂,"Boston, MA"
837674416137887748,837674416137887748,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,ワールドヘリテージ、ちんかくじ
837674507947151360,837674507947151360,-71.1051818,42.3089857,Opened Pothole report via web at 3373 Washington St Jamaica Plain https://t.co/TivMM59lp2. Pot hole since last year.,"Boston, MA"
837674507825524737,837674507825524737,,,@VincentPugliese check out JRebel- tool that allows java devs to make any code change w/o having to build &amp; restart their application server,"Boston, MA"
837674507729006592,837674507729006592,,,"RT @JuliaGrantham2: A single sunbeam is enough to drive away many shadows
St. Francis of Assisi https://t.co/d9ZD6YYgoz","Islamabad, Pakistan"
837674507380928516,837674507380928516,,,@KingMaduro a ree- all geem young boi,"Boston, MA"
837674506730766337,837674506730766337,,,""" I just wanna stay broke forever. ""
Yeah, that's that shit no one ever said. 
--@G_Eazy",Boston
837674593313660930,837674593313660930,,,RT @AnnaTaughtYou: I'm a sad bean,"California, USA"
837674593099862020,837674593099862020,,,@RHCPtv5 🙁,Newton
837674593015889921,837674593015889921,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,小京都
837674592311382018,837674592311382018,,,@aman61bc @svagdis @jakehsnider @FoxNews @TGowdySC He stated w/o qualification that he did not communicate w/ Russians.,boston ma
837674592227495940,837674592227495940,,,"when you discover hubs used up ALLLLL the butter, so you make a fried egg over easy just to use the yolk on your dry ass toast 😑",boston
837674680320421888,837674680320421888,,,@TMZ I musta missed the Game of Thrones part,Boston
837674680223948800,837674680223948800,,,Congrats @100scopenotes! 2018 isn't that far away. I'm already putting THE VERY LAST CASTLE illus @MarkPett on my TBR list. @abramskids,"Boston, MA"
837674679099875328,837674679099875328,,,people who laugh so hard at their own jokes that they can’t even finish the joke bc they’re laughing so hard are my favorite kind of people,Boston
837674677296324608,837674677296324608,,,BBC News - Artificial 'embryos' created in the lab https://t.co/ZYYyZKqVlN,"Boston, MA"
837674677166354432,837674677166354432,,,It is among the evils of slavery that it taints the very sources of moral principle. 3/03/1820 John Quincy Adams on… https://t.co/RBCaGG7sVO,"Boston, MA"
837674763954724864,837674763954724864,,,"We're #hiring! Read about our latest #job opening here: Team Member- (Cashier; Cook; Shift Leader) - https://t.co/weXvPztCJ7 #Beverly, MA","Dedham, MA"
837674763132645376,837674763132645376,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,"福島県郡山市
"
837674761039855617,837674761039855617,,,RT @slumdog2013: Who could keep their mouth off @DariusFerdynand ? https://t.co/GVYuaHN2x3,"Houston, TX"
837674760876265475,837674760876265475,,,"RT @lukeoneil47: Meanwhile, in Boston https://t.co/42nIWFPrPt","Boston, MA"
837674758418350081,837674758418350081,,,"RT @C_GraceT: .@tanehisicoates ""Black people know at some emotional level that we were robbed. And we've been the victims of generational r…","Cambridge, MA"
837674849111797760,837674849111797760,,,"@VirginAtlantic That'd be great, thanks!","London, UK"
837674847903838208,837674847903838208,,,Good luck @teambaa! #teambaa https://t.co/LdMpQ7mLna,"Boston, MA"
837674847903809538,837674847903809538,,,#MyBrothersKeeper is removing barriers to success for young men of color like Boston's Malachi @MBKBoston https://t.co/Ghc4dLfOdW @msmithDC,"Boston, MA"
837674845672361984,837674845672361984,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,日本 埼玉県
837674939868135424,837674939868135424,,,"RT @DrPaulaJohnson: Thank you, alumna @HillaryClinton '69 for your visit campus last night. You forever changed how the world sees powerful…",~Austin TX~
837674939457077250,837674939457077250,,,"RT @OnlyInBOS: Hi.

My name is Ivan.

I'm a 10 month old kitten.

My legs are deformed but I can still love you.

I'm @MspcaAngell: adoptio…","Massachusetts, USA"
837674938928594945,837674938928594945,,,But seriously it's been TOO long since I've jammed to Paula Abdul and this playlist is giving me life.,"Boston, MA"
837674937330499584,837674937330499584,,,RT @TheReal_JDavis: These turkeys trying to give this cat its 10th life https://t.co/VBM7t4MZYr,Singapore
837674937120849920,837674937120849920,,,OKX issues Area Forecast Discussion (AFD) https://t.co/sT9kGPQgP1,"Marblehead, MA"
837675022172979201,837675022172979201,,,"4x4 135lb bench press

4x2 300lb (75%) deadlift with pause below and above knee

4x2 155lb bench… https://t.co/NPaRBP4hZB","Boston, MA"
837675019035688960,837675019035688960,,,"RT @Theycallmenesss: Some guy just came up to my car window and said "" damn you are so beautiful just like the picture"" HAHAHAHA UH WHAT PI…",
837675017915797507,837675017915797507,,,Check it out . I applied to host a 7UP® Mix It Up House Party! #7UPMixItUpParty #Sponsored: https://t.co/8bwbrYiXC0,boston ma 
837675017659875329,837675017659875329,,,@StupidSteve1186 no but I love his nonfiction so I'm hoping to soon. Is it good?,DC/Boston
837675016749711360,837675016749711360,,,"Multiculture is superior to monoculture.

Thought is superior to belief.

Worldliness is superior to provincialism.","Boston, MA"
837675118851686401,837675118851686401,,,RT @mikd33: @realDonaldTrump they're still weeding out the ones that colluded with Russia from the ones already confirmed,
837675118205808640,837675118205808640,,,RT @4free_Ukraine: Did Trump agree to ignore Russian war in Ukraine in exchange for Russian hacked email release to WikiLeaks?  https://t.c…,
837675117891076098,837675117891076098,,,"RT @DraftKings: #FreebieFriday! Enter to win $10 DK Dollars!
1. Be following @DraftKings
2. RT
Ends 3pm EST: https://t.co/o4msFaYLJP https:…","Ak Rowdy, O-H-I -O"
837675117459099648,837675117459099648,,,RT @BostonGlobe: The entire Mass. congressional delegation has called for Jeff Sessions to resign. https://t.co/Ujl5PXsW0M https://t.co/kwp…,Somewhere
837675116859392000,837675116859392000,,,The best antidote to the rising level of left-wing zealotry?  Buy more guns.,"Boston, MA"
837675204558139399,837675204558139399,,,RT @phenomenal_moms: Don't miss this transformative experience! learn how to advocate for your childs education. Get support from... https:…,"Boston, MA"
837675204293840896,837675204293840896,,,"RT @ClintSmithIII: Most of the people helping fugitive slaves weren't well-meaning white abolitionists, but were actually other escaped sla…",
837675203199131648,837675203199131648,,,"#bigkidgoodsprinter
#runsinthefamily
#10inchhands
#myfirstdraftpick
#becauseinowownannflteam
#draftdaydreams https://t.co/oGugT4HFIu","BOSTON, MA"
837675201882128385,837675201882128385,,,Leverage the power of #DesignThinking to navigate complex challenges. Register for Leadership &amp; Design Thinking:… https://t.co/Q5KVusGz8i,"Cambridge, MA"
837675201336868864,837675201336868864,,,Are you considering what's next in your #career? @lindsaymarielit of #GreaterNow has a FAB event for you!… https://t.co/Q467kjftlo,"Boston, MA"
